Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"CNR.TO, Short, 2025-07-31 (Price: 129.38)",Daily,No Price Target,No Date Target,2025-08-06 (Price: 129.39),"2025-10-31 (Price: 134.49), 3.95% above","87.5%, Past 5 years, 40",-58.5%/-35.45%,"-3.95%, 66 days",4.67%/0.57%/2.83%,125.7185 (Avg % Gain of Historic Winning trades)/116.12 (Exit Rule)/86.815 (F-Stack 1)/55.8095 (F-Stack 2),No Next Date Target,"-0.01%, 4 days","Daily, was CONFIRMED on 2025-07-31",Already confirmed,"2025-10-31 (Price: 134.49), 3.95% above",66 days,No Information,No Information,No Information,"88.6% (Price: 132.5394), 1.47% above, Upmove Break Below","2025-04-09 (Price: 130.02), 2025-05-16 (Price: 152.12)",No Information,"2.07%, 5.65%",17 days/3 days/8 days,2025-08-24/2025-08-04/2025-08-11,6.01%,5.1%,0.91%,0.15,-0.19,127.8533/125.7185/116.12/128.828/86.815/55.8095,144.92/128.828/86.815/55.8095/No F-Track Level/No F-Track Level,131.99/138.6,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Short, 2025-07-31 (Price: 192.05)",Daily,No Price Target,No Date Target,2025-08-06 (Price: 192.78),"2025-10-31 (Price: 224.03), 16.65% above","87.23%, Past 5 years, 47",-37.51%/-34.33%,"-16.65%, 66 days",7.58%/0.11%/2.88%,186.519 (Avg % Gain of Historic Winning trades)/175.42 (Exit Rule)/147.1212 (F-Stack 1)/139.9966 (F-Stack 2),No Next Date Target,"-0.38%, 4 days","Daily, was CONFIRMED on 2025-07-31",Already confirmed,"2025-10-31 (Price: 224.03), 16.65% above",66 days,No Information,No Information,No Information,"88.6% (Price: 198.1501), 13.06% above, Upmove Break Below","2025-06-05 (Price: 194.99), 2025-07-03 (Price: 222.71)",No Information,"13.11%, 8.6%",24 days/1 days/7 days,2025-09-03/2025-08-01/2025-08-10,8.29%,5.1%,3.19%,0.1,0.14,188.7467/186.519/175.42/188.7067/147.1212/139.9966,212.82/188.7067/147.1212/139.9966/No F-Track Level/No F-Track Level,226.12/217.58,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"CNR.TO, Short, 2025-07-17 (Price: 140.0)",Daily,No Price Target,No Date Target,2025-07-23 (Price: 130.98),"2025-10-31 (Price: 134.49), 3.94% below","87.5%, Past 5 years, 40",-35.45%,"3.94%, 76 days",4.67%/0.57%/2.83%,86.815 (F-Stack 2),No Next Date Target,"6.44%, 4 days","Daily, was CONFIRMED on 2025-07-17",Already confirmed,"2025-10-31 (Price: 134.49), 3.94% below",76 days,No Information,No Information,No Information,"50% (Price: 145.34), 7.47% below, Downmove Bounce Back","2025-10-31 (Price: 139.5), 2025-10-31 (Price: 133.93)",No Information,"2.07%, 5.65%",17 days/3 days/8 days,2025-08-10/2025-07-21/2025-07-28,6.01%,5.1%,0.91%,0.15,-0.19,138.348/136.038/136.66/128.828/136.9828/86.815,144.92/128.828/136.9828/86.815/No F-Track Level/No F-Track Level,131.99/138.6,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Short, 2025-07-10 (Price: 211.0)",Daily,No Price Target,No Date Target,2025-07-11 (Price: 209.59),"2025-10-31 (Price: 224.03), 6.18% above","87.23%, Past 5 years, 47",-37.51%/-34.33%,"-6.18%, 81 days",7.58%/0.11%/2.88%,188.7067 (Horizontal)/147.1212 (F-Stack 1)/139.9966 (F-Stack 2),No Next Date Target,"0.67%, 1 days","Daily, was CONFIRMED on 2025-07-10",Already confirmed,"2025-10-31 (Price: 224.03), 6.18% above",81 days,No Information,No Information,No Information,"88.6% (Price: 214.6592), 4.37% above, Downmove Bounce Back","2025-10-31 (Price: 225.25), 2025-10-31 (Price: 212.73)",No Information,"13.11%, 8.6%",24 days/1 days/7 days,2025-08-13/2025-07-11/2025-07-20,8.29%,5.1%,3.19%,0.1,0.14,207.3708/204.9232/203.49/188.7067/147.1212/139.9966,222.4/188.7067/147.1212/139.9966/No F-Track Level/No F-Track Level,226.12/217.58,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"PG, Short, 2025-07-09 (Price: 157.52)",Daily,No Price Target,No Date Target,2025-07-11 (Price: 157.05),"2025-10-31 (Price: 150.37), 4.54% below","87.8%, Past 5 years, 41",-21.83%/-18.96%,"4.54%, 82 days",5.11%/0.07%/3.2%,144.01 (Exit Rule)/121.86 (Horizontal)/140.2317 (F-Stack 1)/117.5404 (F-Stack 2),No Next Date Target,"0.3%, 2 days","Daily, was CONFIRMED on 2025-07-09",Already confirmed,"2025-10-31 (Price: 150.37), 4.54% below",82 days,No Information,No Information,No Information,"88.6% (Price: 160.0373), 6.04% below, Upmove Break Below","2025-01-10 (Price: 157.47), 2025-03-10 (Price: 179.99)",No Information,"5.7%, 8.79%",33 days/1 days/15 days,2025-08-25/2025-07-10/2025-07-30,7.68%,5.1%,2.58%,0.26,-0.0,156.5276/152.4794/144.01/121.86/140.2317/117.5404,161.22/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Short, 2025-06-20 (Price: 26.71)",Daily,No Price Target,No Date Target,2025-06-24 (Price: 27.31),"2025-10-31 (Price: 33.03), 23.66% above","85.07%, Past 5 years, 67",-29.28%/-21.99%,"-23.66%, 95 days",7.01%/0.11%/3.53%,26.101 (Historic Rise or Fall to Pivot)/25.7671 (Avg % Gain of Historic Winning trades)/26.6 (Exit Rule)/23.36 (Horizontal),No Next Date Target,"-2.25%, 2 days","Daily, was CONFIRMED on 2025-06-20",Already confirmed,"2025-10-31 (Price: 33.03), 23.66% above",95 days,No Information,No Information,No Information,"50% (Price: 26.84), 23.06% above, Downmove Bounce Back","2025-10-31 (Price: 33.12), 2025-10-31 (Price: 32.93)",No Information,"13.54%, 10.31%",22 days/1 days/9 days,2025-07-21/2025-06-21/2025-07-03,8.9%,5.1%,3.8%,0.14,-0.13,26.101/25.7671/26.6/23.36/No F-Stack Support/No F-Stack Support,27.02/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.33/28.39,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"PG, Short, 2025-06-06 (Price: 164.02)",Daily,No Price Target,No Date Target,2025-06-17 (Price: 158.52),"2025-10-31 (Price: 150.37), 8.32% below","87.8%, Past 5 years, 41",-18.96%/-6.74%,"8.32%, 105 days",5.11%/0.07%/3.2%,121.86 (Horizontal)/140.2317 (F-Stack 2),No Next Date Target,"3.35%, 7 days","Daily, was CONFIRMED on 2025-06-06",Already confirmed,"2025-10-31 (Price: 150.37), 8.32% below",105 days,No Information,No Information,No Information,"61.8% (Price: 171.0474), 12.09% below, Downmove Bounce Back","2025-10-31 (Price: 151.1), 2025-10-31 (Price: 148.53)",No Information,"5.7%, 8.79%",33 days/1 days/15 days,2025-07-23/2025-06-07/2025-06-27,7.68%,5.1%,2.58%,0.26,-0.0,162.9867/158.7714/162.48/121.86/161.0808/140.2317,169.89/121.86/161.0808/140.2317/No F-Track Level/No F-Track Level,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Short, 2025-05-21 (Price: 27.09)",Daily,No Price Target,No Date Target,2025-06-03 (Price: 26.62),"2025-10-31 (Price: 33.03), 21.93% above","85.07%, Past 5 years, 67",-28.31%/-20.88%,"-21.93%, 117 days",7.01%/0.11%/3.53%,26.1337 (Avg % Gain of Historic Winning trades)/23.68 (Horizontal),No Next Date Target,"1.73%, 9 days","Daily, was CONFIRMED on 2025-05-21",Already confirmed,"2025-10-31 (Price: 33.03), 21.93% above",117 days,No Information,No Information,No Information,"61.8% (Price: 27.1819), 21.51% above, Downmove Bounce Back","2025-10-31 (Price: 33.12), 2025-10-31 (Price: 32.93)",No Information,"13.54%, 10.31%",22 days/1 days/9 days,2025-06-21/2025-05-22/2025-06-03,8.9%,5.1%,3.8%,0.14,-0.13,26.4723/26.1337/26.98/23.68/No F-Stack Support/No F-Stack Support,27.26/23.68/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.33/28.39,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"BTI, Short, 2025-05-13 (Price: 40.69)",Daily,No Price Target,No Date Target,2025-05-15 (Price: 41.37),"2025-10-31 (Price: 51.19), 25.8% above","89.47%, Past 5 years, 57",-47.07%/-44.31%,"-25.8%, 123 days",9.47%/0.23%/3.61%,40.2261 (Historic Rise or Fall to Pivot)/39.2211 (Avg % Gain of Historic Winning trades)/40.4 (Exit Rule)/28.5067 (Horizontal)/34.0342 (F-Stack 1)/27.0974 (F-Stack 2),No Next Date Target,"-1.67%, 2 days","Daily, was CONFIRMED on 2025-05-13",Already confirmed,"2025-10-31 (Price: 51.19), 25.8% above",123 days,No Information,No Information,No Information,"88.6% (Price: 41.4243), 23.57% above, Downmove Bounce Back","2025-10-31 (Price: 51.5179), 2025-10-31 (Price: 51.035)",No Information,"10.15%, 9.93%",19 days/1 days/7 days,2025-06-09/2025-05-14/2025-05-23,13.92%,5.1%,8.82%,0.34,0.41,40.2261/39.2211/40.4/28.5067/34.0342/27.0974,44.56/28.5067/34.0342/27.0974/No F-Track Level/No F-Track Level,53.61/47.18,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"PG, Short, 2025-05-07 (Price: 159.29)",Daily,No Price Target,No Date Target,2025-05-08 (Price: 158.65),"2025-10-31 (Price: 150.37), 5.6% below","87.8%, Past 5 years, 41",-21.83%/-18.96%,"5.6%, 127 days",5.11%/0.07%/3.2%,121.86 (Horizontal)/140.2317 (F-Stack 1)/117.5404 (F-Stack 2),No Next Date Target,"0.4%, 1 days","Daily, was CONFIRMED on 2025-05-07",Already confirmed,"2025-10-31 (Price: 150.37), 5.6% below",127 days,No Information,No Information,No Information,"50% (Price: 162.995), 7.75% below, Downmove Bounce Back","2025-10-31 (Price: 151.1), 2025-10-31 (Price: 148.53)",No Information,"5.7%, 8.79%",33 days/1 days/15 days,2025-06-23/2025-05-08/2025-05-28,7.68%,5.1%,2.58%,0.26,-0.0,158.2865/154.1927/157.75/121.86/140.2317/117.5404,170.63/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Short, 2025-04-30 (Price: 25.82)",Monthly,No Price Target,2025-11-05 (Farthest),2025-08-31 (Price: 31.95),"2025-10-31 (Price: 33.03), 27.92% above","85.71%, Past 11 years, 7",-48.74%/-28.0%,"-27.92%, 132 days",7.1%/0.58%/3.59%,24.8931 (Avg % Gain of Historic Winning trades)/16.93 (Exit Rule)/23.7825 (Horizontal),2025-11-05 (Farthest),"-23.74%, 87 days","Monthly, was CONFIRMED on 2025-04-30",Already confirmed,"2025-10-31 (Price: 33.03), 27.92% above",132 days,No Information,No Information,No Information,"78.6% (Price: 24.0715), 37.22% above, Upmove Break Below","2016-02-29 (Price: 20.9), 2024-10-31 (Price: 35.72)",No Information,"13.63%, 12.65%",131 days/21 days/47 days,2025-11-05/2025-05-30/2025-07-07,4.58%,5.3%,-0.72%,0.08,0.03,26.5585/24.8931/16.93/23.7825/No F-Stack Support/No F-Stack Support,28.59/23.7825/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.33/28.39,71.43%/7/46 days (Across ALL Assets),50.0%/20/69 days (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Short, 2025-04-30 (Price: 198.0)",Daily,No Price Target,No Date Target,2025-06-09 (Price: 200.46),"2025-10-31 (Price: 224.03), 13.15% above","87.23%, Past 5 years, 47",-37.51%/-34.33%,"-13.15%, 132 days",7.58%/0.11%/2.88%,187.425 (Horizontal)/147.1212 (F-Stack 1)/139.9966 (F-Stack 2),No Next Date Target,"-1.24%, 28 days","Daily, was CONFIRMED on 2025-04-30",Already confirmed,"2025-10-31 (Price: 224.03), 13.15% above",132 days,No Information,No Information,No Information,"50% (Price: 212.435), 5.46% above, Downmove Bounce Back","2025-10-31 (Price: 225.25), 2025-10-31 (Price: 212.73)",No Information,"13.11%, 8.6%",24 days/1 days/7 days,2025-06-03/2025-05-01/2025-05-10,8.29%,5.1%,3.19%,0.1,0.14,194.5944/192.2976/190.49/187.425/147.1212/139.9966,213.09/187.425/147.1212/139.9966/No F-Track Level/No F-Track Level,226.12/217.58,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Short, 2025-04-30 (Price: 25.82)",Daily,No Price Target,No Date Target,2025-05-05 (Price: 26.35),"2025-10-31 (Price: 33.03), 27.92% above","85.07%, Past 5 years, 67",-28.0%/-24.59%,"-27.92%, 132 days",7.01%/0.11%/3.53%,25.2313 (Historic Rise or Fall to Pivot)/24.9086 (Avg % Gain of Historic Winning trades)/23.7825 (Horizontal),No Next Date Target,"-2.05%, 3 days","Daily, was CONFIRMED on 2025-04-30",Already confirmed,"2025-10-31 (Price: 33.03), 27.92% above",132 days,No Information,No Information,No Information,"23.66% (Price: 26.2157), 25.99% above, Downmove Bounce Back","2025-10-31 (Price: 33.12), 2025-10-31 (Price: 32.93)",No Information,"13.54%, 10.31%",22 days/1 days/9 days,2025-05-31/2025-05-01/2025-05-13,8.9%,5.1%,3.8%,0.14,-0.13,25.2313/24.9086/25.71/23.7825/No F-Stack Support/No F-Stack Support,26.0/23.7825/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.33/28.39,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Short, 2025-04-07 (Price: 23.44)",Daily,No Price Target,No Date Target,2025-04-09 (Price: 24.89),"2025-10-31 (Price: 33.03), 40.91% above","85.07%, Past 5 years, 67",-34.51%/-31.54%,"-40.91%, 149 days",7.01%/0.11%/3.53%,22.9056 (Historic Rise or Fall to Pivot)/22.6126 (Avg % Gain of Historic Winning trades)/21.63 (Exit Rule)/23.405 (Horizontal),No Next Date Target,"-6.19%, 2 days","Daily, was CONFIRMED on 2025-04-07",Already confirmed,"2025-10-31 (Price: 33.03), 40.91% above",149 days,No Information,No Information,No Information,"88.6% (Price: 25.2831), 30.64% above, Upmove Break Below","2025-01-10 (Price: 24.94), 2025-03-14 (Price: 27.95)",No Information,"13.54%, 10.31%",22 days/1 days/9 days,2025-05-08/2025-04-08/2025-04-20,8.9%,5.1%,3.8%,0.14,-0.13,22.9056/22.6126/21.63/23.405/No F-Stack Support/No F-Stack Support,27.91/23.405/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.33/28.39,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Short, 2025-04-03 (Price: 33.48)",Daily,No Price Target,No Date Target,2025-04-04 (Price: 32.45),"2025-10-31 (Price: 36.22), 8.18% above","89.06%, Past 5 years, 64",-41.5%/-28.71%,"-8.18%, 151 days",10.18%/2.24%/4.53%,31.9634 (Avg % Gain of Historic Winning trades)/25.82 (Horizontal)/21.1884 (F-Stack 2),No Next Date Target,"3.08%, 1 days","Daily, was CONFIRMED on 2025-04-03",Already confirmed,"2025-10-31 (Price: 36.22), 8.18% above",151 days,No Information,No Information,No Information,"88.6% (Price: 30.8065), 17.57% above, Downmove Bounce Back","2025-10-31 (Price: 36.38), 2025-10-31 (Price: 35.935)",No Information,"10.98%, 10.18%",31 days/1 days/8 days,2025-05-17/2025-04-04/2025-04-14,16.48%,5.1%,11.38%,0.21,0.27,32.6731/31.9634/33.21/25.82/32.7076/21.1884,34.01/25.82/32.7076/21.1884/No F-Track Level/No F-Track Level,35.48/34.93,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Short, 2025-03-31 (Price: 26.57)",Monthly,No Price Target,2025-10-06 (Farthest),2025-06-30 (Price: 27.54),"2025-10-31 (Price: 33.03), 24.31% above","85.71%, Past 11 years, 7",-28.0%/-24.43%,"-24.31%, 154 days",7.1%/0.58%/3.59%,25.6161 (Avg % Gain of Historic Winning trades)/24.96 (Exit Rule)/23.7825 (Horizontal),No Next Date Target,"-3.65%, 65 days","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-10-31 (Price: 33.03), 24.31% above",154 days,No Information,No Information,No Information,"88.6% (Price: 29.7378), 11.07% above, Downmove Bounce Back","2025-10-31 (Price: 33.99), 2025-10-31 (Price: 31.31)",No Information,"13.63%, 12.65%",131 days/21 days/47 days,2025-10-06/2025-04-30/2025-06-07,4.58%,5.3%,-0.72%,0.08,0.03,27.3299/25.6161/24.96/23.7825/No F-Stack Support/No F-Stack Support,28.59/23.7825/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.33/28.39,71.43%/7/46 days (Across ALL Assets),50.0%/20/69 days (Across ALL Assets)
FRACTAL TRACK,"PG, Short, 2025-03-11 (Price: 173.12)",Daily,No Price Target,No Date Target,2025-03-18 (Price: 167.71),"2025-10-31 (Price: 150.37), 13.14% below","87.8%, Past 5 years, 41",-18.96%/-6.74%,"13.14%, 168 days",5.11%/0.07%/3.2%,121.86 (Horizontal)/140.2317 (F-Stack 2),No Next Date Target,"3.12%, 5 days","Daily, was CONFIRMED on 2025-03-11",Already confirmed,"2025-10-31 (Price: 150.37), 13.14% below",168 days,No Information,No Information,No Information,"88.6% (Price: 169.0576), 11.05% below, Downmove Bounce Back","2025-10-31 (Price: 151.1), 2025-10-31 (Price: 148.53)",No Information,"5.7%, 8.79%",33 days/1 days/15 days,2025-04-27/2025-03-12/2025-04-01,7.68%,5.1%,2.58%,0.26,-0.0,172.0293/167.5802/171.58/121.86/161.0808/140.2317,176.26/121.86/161.0808/140.2317/No F-Track Level/No F-Track Level,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Short, 2025-03-10 (Price: 103.08)",Daily,No Price Target,No Date Target,2025-03-11 (Price: 97.9),"2025-10-31 (Price: 112.62), 9.25% above","91.3%, Past 5 years, 69",No Next Target,"-9.25%, 169 days",9.66%/0.05%/3.6%,No Next Target,No Next Date Target,"5.03%, 1 days","Daily, was CONFIRMED on 2025-03-10",Already confirmed,"2025-10-31 (Price: 112.62), 9.25% above",169 days,No Information,No Information,No Information,"88.6% (Price: 107.577), 4.69% above, Upmove Break Below","2025-01-16 (Price: 106.16), 2025-02-05 (Price: 118.59)",No Information,"4.2%, 9.66%",38 days/1 days/7 days,2025-05-04/2025-03-11/2025-03-20,21.18%,5.1%,16.08%,0.52,-0.06,100.4412/99.3691/95.62/85.3175/94.0946/88.5027,113.8/85.3175/94.0946/88.5027/No F-Track Level/No F-Track Level,114.13/110.06,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"BTI, Short, 2025-02-20 (Price: 38.55)",Daily,No Price Target,No Date Target,2025-02-25 (Price: 38.56),"2025-10-31 (Price: 51.19), 32.79% above","89.47%, Past 5 years, 57",-47.07%/-44.31%,"-32.79%, 181 days",9.47%/0.23%/3.61%,37.1583 (Avg % Gain of Historic Winning trades)/28.5067 (Horizontal)/34.0342 (F-Stack 1)/27.0974 (F-Stack 2),No Next Date Target,"-0.03%, 3 days","Daily, was CONFIRMED on 2025-02-20",Already confirmed,"2025-10-31 (Price: 51.19), 32.79% above",181 days,No Information,No Information,No Information,"88.6% (Price: 37.8324), 35.31% above, Downmove Bounce Back","2025-10-31 (Price: 51.5179), 2025-10-31 (Price: 51.035)",No Information,"10.15%, 9.93%",19 days/1 days/7 days,2025-03-19/2025-02-21/2025-03-02,13.92%,5.1%,8.82%,0.34,0.41,38.1105/37.1583/38.26/28.5067/34.0342/27.0974,42.74/28.5067/34.0342/27.0974/No F-Track Level/No F-Track Level,53.61/47.18,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Short, 2025-02-12 (Price: 109.23)",Daily,No Price Target,No Date Target,2025-02-13 (Price: 109.59),"2025-10-31 (Price: 112.62), 3.1% above","91.3%, Past 5 years, 69",No Next Target,"-3.1%, 187 days",9.66%/0.05%/3.6%,No Next Target,No Next Date Target,"-0.33%, 1 days","Daily, was CONFIRMED on 2025-02-12",Already confirmed,"2025-10-31 (Price: 112.62), 3.1% above",187 days,No Information,No Information,No Information,"88.6% (Price: 117.2084), 3.91% below, Downmove Bounce Back","2025-10-31 (Price: 113.1), 2025-10-31 (Price: 110.57)",No Information,"4.2%, 9.66%",38 days/1 days/7 days,2025-04-08/2025-02-13/2025-02-22,21.18%,5.1%,16.08%,0.52,-0.06,106.4337/105.2977/107.71/85.3175/94.0946/88.5027,114.0/85.3175/94.0946/88.5027/No F-Track Level/No F-Track Level,114.13/110.06,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Short, 2025-02-05 (Price: 25.87)",Daily,No Price Target,No Date Target,2025-03-05 (Price: 27.02),"2025-10-31 (Price: 33.03), 27.68% above","85.07%, Past 5 years, 67",No Next Target,"-27.68%, 192 days",7.01%/0.11%/3.53%,No Next Target,No Next Date Target,"-4.45%, 20 days","Daily, was CONFIRMED on 2025-02-05",Already confirmed,"2025-10-31 (Price: 33.03), 27.68% above",192 days,No Information,No Information,No Information,"38.2% (Price: 26.7201), 23.61% above, Downmove Bounce Back","2025-10-31 (Price: 33.12), 2025-10-31 (Price: 32.93)",No Information,"13.54%, 10.31%",22 days/1 days/9 days,2025-03-08/2025-02-06/2025-02-18,8.9%,5.1%,3.8%,0.14,-0.13,25.2802/24.9568/25.76/23.7825/No F-Stack Support/No F-Stack Support,26.42/23.7825/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.33/28.39,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
PULSEGAUGE,"INDA, Short, 2025-01-19 (Price: 51.18)",Weekly,No Price Target,No Date Target,2025-02-16 (Price: 49.59),"2025-10-31 (Price: 53.97), 5.45% above","85.71%, Past 13 years, 7",-27.63%/-15.93%,"-5.45%, 204 days",7.92%/3.11%/5.13%,39.06 (Horizontal)/45.3705 (F-Stack 2),No Next Date Target,"3.11%, 19 days","Weekly, was CONFIRMED on 2025-01-19",No Cancellation Possible,"2025-10-31 (Price: 53.97), 5.45% above",204 days,No Information,No Information,No Information,No Information,No Information,No Information,"8.59%, 8.15%",39 days/14 days/21 days,2025-03-16/2025-02-08/2025-02-18,6.51%,5.3%,1.21%,0.62,0.14,48.6619/48.5545/66.8401/39.06/49.0901/45.3705,59.13/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level,53.28/52.63,100.0%/3/54 days (Across ALL Assets),34.0%/50/39 days (Across ALL Assets)
PULSEGAUGE,"INDY, Short, 2025-01-19 (Price: 49.71)",Weekly,No Price Target,No Date Target,2025-03-02 (Price: 47.57),"2025-10-31 (Price: 52.98), 6.58% above","87.5%, Past 15 years, 8",-28.33%/-23.12%,"-6.58%, 204 days",9.17%/4.16%/5.56%,47.7415 (Historic Rise or Fall to Pivot)/46.9461 (Avg % Gain of Historic Winning trades)/40.73 (Horizontal)/37.969 (F-Stack 2),No Next Date Target,"4.3%, 29 days","Weekly, was CONFIRMED on 2025-01-19",No Cancellation Possible,"2025-10-31 (Price: 52.98), 6.58% above",204 days,No Information,No Information,No Information,No Information,No Information,No Information,"10.56%, 9.31%",119 days/4 days/34 days,2025-07-10/2025-01-24/2025-03-09,6.66%,5.4%,1.26%,0.57,0.12,47.7415/46.9461/60.9145/40.73/48.7816/37.969,57.02/40.73/48.7816/37.969/No F-Track Level/No F-Track Level,52.11/51.63,100.0%/3/54 days (Across ALL Assets),34.0%/50/39 days (Across ALL Assets)
FRACTAL TRACK,"PG, Short, 2025-01-10 (Price: 158.56)",Daily,No Price Target,No Date Target,2025-01-14 (Price: 159.74),"2025-10-31 (Price: 150.37), 5.17% below","87.8%, Past 5 years, 41",-21.83%/-18.27%,"5.17%, 210 days",5.11%/0.07%/3.2%,146.19 (Exit Rule)/122.9033 (Horizontal)/140.2317 (F-Stack 1)/117.5404 (F-Stack 2),No Next Date Target,"-0.74%, 2 days","Daily, was CONFIRMED on 2025-01-10",Already confirmed,"2025-10-31 (Price: 150.37), 5.17% below",210 days,No Information,No Information,No Information,"88.6% (Price: 162.1607), 7.27% below, Upmove Break Below","2024-11-06 (Price: 159.81), 2024-11-27 (Price: 180.43)",No Information,"5.7%, 8.79%",33 days/1 days/15 days,2025-02-26/2025-01-11/2025-01-31,7.68%,5.1%,2.58%,0.26,-0.0,157.5611/153.4861/146.19/122.9033/140.2317/117.5404,179.7/122.9033/140.2317/117.5404/No F-Track Level/No F-Track Level,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
