Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Max Drawdown [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-08-20 (Price: 88.77)",2025-10-06 (Price: 93.72),"5.58%, 33 days","90.0%, Past 4 years, 10","Daily, is CONFIRMED on 2025-08-20",Already confirmed,"2025-10-09 (Price: 93.45), 5.27% above",36 days,No Information,No Information,No Information,No Information,No Information,7.01% above/5.27% above/5.27% above,3.01%/1.25%/1.99%,"8.41%, 20.52%",87 days/4 days/20 days,2025-12-24/2025-08-25/2025-09-17,4.8%,7.56%,-2.76%,0.27,0.28,90.6786/90.5365/89.76/91.47/100.0174/110.0139,82.58/65.915/87.7591/70.617/No Fib Ret Level/No Fib Ret Level,87.32/88.15,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"RHHBY, Long, 2025-09-04 (Price: 42.74)",2025-10-06 (Price: 45.36),"6.13%, 22 days","83.33%, Past 4 years, 6","Daily, is CONFIRMED on 2025-09-04",Already confirmed,"2025-10-09 (Price: 45.53), 6.53% above",25 days,No Information,No Information,No Information,No Information,No Information,8.3% above/6.53% above/6.53% above,2.99%/0.36%/1.71%,"8.73%, 18.85%",45 days/4 days/16 days,2025-11-08/2025-09-09/2025-09-27,4.15%,2.9%,1.25%,-0.02,0.06,44.0265/43.4709/48.39/52.46/58.6089/65.2057,37.57/34.5167/41.5794/31.0544/No Fib Ret Level/No Fib Ret Level,40.17/39.29,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2025-08-17 (Price: 700.05)",2025-10-05 (Price: 755.67),"7.95%, 34 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-08-15",Already confirmed,"2025-10-09 (Price: 767.64), 9.66% above",38 days,No Information,No Information,No Information,No Information,No Information,9.66% above/9.66% above/9.66% above,5.29%/2.97%/4.15%,"0%, 12.72%",204 days/19 days/70 days,2026-06-08/2025-09-13/2025-11-26,7.06%,18.18%,-11.12%,4.16,0.81,745.9733/729.1021/805.48/No Horizontal Resistance/702.1644/946.1588,478.6/311.83/626.0547/551.3644/No Fib Ret Level/No Fib Ret Level,668.5/614.26,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
FRACTAL TRACK,"MCD, Long, 2025-07-13 (Price: 299.91)",2025-10-05 (Price: 300.98),"0.36%, 59 days","89.47%, Past 20 years, 38","Weekly, was CONFIRMED on 2025-07-13",Already confirmed,"2025-10-09 (Price: 293.81), 2.03% below",63 days,No Information,No Information,No Information,"23.66% (Price: 278.5055), 5.5% above, Upmove Bounce Back","2020-03-22 (Price: 124.23), 2025-03-16 (Price: 326.32)",No Information,213.02%/1.07%/35.81%,"10.43%, 32.86%",2949 days/49 days/532 days,2037-03-23/2025-09-21/2027-08-22,11.19%,11.61%,-0.42%,0.49,0.5,316.705/407.3078/421.16/322.0/370.0426/590.3302,287.46/204.46/254.2758/233.8976/No Fib Ret Level/No Fib Ret Level,306.18/303.34,84.51%/71/553 days (Across ALL Assets),64.74%/190/227 days (Across ALL Assets)
PULSEGAUGE,"AAPL, Long, 2025-07-06 (Price: 213.55)",2025-10-05 (Price: 258.02),"20.82%, 64 days","87.5%, Past 25 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-10-09 (Price: 254.04), 18.96% above",68 days,No Information,No Information,No Information,No Information,No Information,No Information,29.04%/20.04%/24.49%,"24.27%, 24.27%",279 days/19 days/118 days,2026-08-14/2025-08-02/2025-12-23,9.99%,24.06%,-14.07%,1.03,0.8,226.6406/265.8484/294.7231/237.36/294.7231/309.0801,188.38/136.9225/189.8723/119.0319/No Fib Ret Level/No Fib Ret Level,236.26/222.3,68.75%/16/139 days (Across ALL Assets),70.63%/126/138 days (Across ALL Assets)
TRENDPULSE,"BABA, Long, 2025-08-31 (Price: 135.0)",2025-10-05 (Price: 188.03),"39.28%, 24 days","87.5%, Past 10 years, 8","Weekly, is CONFIRMED on 2025-08-29",Already confirmed,"2025-10-09 (Price: 173.68), 28.65% above",28 days,No Information,No Information,No Information,No Information,No Information,41.27% above/28.65% above/28.65% above,35.42%/4.94%/21.45%,"22.43%, 31.31%",119 days/9 days/59 days,2026-02-19/2025-09-13/2025-11-24,11.91%,4.65%,7.26%,0.76,0.23,159.5565/163.9575/138.66/137.2133/399.1612/524.2534,106.72/67.495/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,117.58/111.92,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
PULSEGAUGE,"ASML, Long, 2025-07-06 (Price: 794.5)",2025-10-05 (Price: 1032.22),"29.92%, 64 days","75.0%, Past 25 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-10-09 (Price: 980.54), 23.42% above",68 days,No Information,No Information,No Information,No Information,No Information,No Information,24.47%/21.31%/22.57%,"16.65%, 20.87%",149 days/19 days/74 days,2026-02-06/2025-08-02/2025-10-21,8.58%,11.72%,-3.14%,0.69,0.42,905.5711/973.8187/1091.1724/888.525/1091.1724/1155.2236,605.55/406.91/749.8177/716.8857/No Fib Ret Level/No Fib Ret Level,828.17/752.48,68.75%/16/139 days (Across ALL Assets),70.63%/126/138 days (Across ALL Assets)
PULSEGAUGE,"FRW.NZ, Long, 2025-07-06 (Price: 11.31)",2025-10-05 (Price: 13.95),"23.34%, 64 days","87.5%, Past 22 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-10-09 (Price: 13.48), 19.19% above",68 days,No Information,No Information,No Information,No Information,No Information,No Information,27.52%/20.0%/22.78%,"16.81%, 22.58%",559 days/49 days/279 days,2027-09-23/2025-09-14/2026-08-14,9.27%,8.79%,0.48%,1.33,0.32,11.9366/13.8864/16.2179/12.9875/16.2179/21.849,10.0/7.405/11.0078/7.8689/No Fib Ret Level/No Fib Ret Level,12.39/11.2,68.75%/16/139 days (Across ALL Assets),70.63%/126/138 days (Across ALL Assets)
PULSEGAUGE,"IBKR, Long, 2025-07-06 (Price: 57.98)",2025-10-05 (Price: 70.36),"21.35%, 64 days","71.43%, Past 18 years, 7","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-10-09 (Price: 72.62), 25.25% above",68 days,No Information,No Information,No Information,No Information,No Information,No Information,24.77%/20.14%/22.25%,"20.19%, 31.31%",229 days/19 days/109 days,2026-06-02/2025-08-02/2025-12-10,7.83%,11.81%,-3.98%,0.58,0.42,65.6855/70.8805/67.1382/No Horizontal Resistance/67.1382/102.297,36.52/13.1917/45.4088/31.9794/No Fib Ret Level/No Fib Ret Level,64.83/53.74,68.75%/16/139 days (Across ALL Assets),70.63%/126/138 days (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2025-06-22 (Price: 51.26)",2025-10-05 (Price: 53.82),"4.99%, 74 days","80.0%, Past 10 years, 10","Weekly, is CONFIRMED on 2025-06-20",Already confirmed,"2025-10-09 (Price: 53.05), 3.49% above",78 days,No Information,No Information,No Information,No Information,No Information,16.8% above/3.49% above/3.49% above,26.36%/4.37%/11.92%,"12.77%, 73.13%",299 days/24 days/110 days,2026-08-29/2025-07-26/2025-11-28,8.81%,5.45%,3.36%,0.59,0.25,57.2779/57.3702/63.34/73.435/104.8718/122.9238,37.07/38.425/48.7635/45.8359/No Fib Ret Level/No Fib Ret Level,44.72/56.98,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-07-06 (Price: 98.36)",2025-10-05 (Price: 102.07),"3.77%, 64 days","84.62%, Past 10 years, 13","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-10-09 (Price: 101.77), 3.47% above",68 days,No Information,No Information,No Information,No Information,No Information,4.63% above/3.47% above/3.47% above,10.45%/2.77%/5.85%,"3.87%, 17.46%",279 days/19 days/77 days,2026-08-14/2025-08-02/2025-10-25,7.68%,11.99%,-4.31%,1.21,0.51,104.2026/104.1141/102.21/No Horizontal Resistance/108.7906/137.8139,94.44/42.3916/85.5556/72.7913/No Fib Ret Level/No Fib Ret Level,97.07/91.31,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-09-07 (Price: 66.34)",2025-10-05 (Price: 77.08),"16.19%, 19 days","93.33%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-09-05",Already confirmed,"2025-10-09 (Price: 75.61), 13.97% above",23 days,No Information,No Information,No Information,No Information,No Information,13.97% above/13.97% above/13.97% above,27.5%/0.94%/11.74%,"1.9%, 52.31%",349 days/4 days/63 days,2027-01-25/2025-09-12/2025-12-07,12.63%,1.45%,11.18%,1.4,0.1,72.5096/74.1283/83.55/No Horizontal Resistance/72.73/88.5521,34.26/25.645/50.0225/36.1563/No Fib Ret Level/No Fib Ret Level,55.95/46.38,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
DELTADRIFT,"KXS.TO, Long, 2025-09-30 (Price: 179.65)",2025-10-03 (Price: 183.5),"2.14%, 3 days","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2025-09-30",Already confirmed,"2025-10-09 (Price: 185.61), 3.32% above",7 days,No Information,No Information,No Information,No Information,No Information,No Information,4.94%/3.42%/4.2%,"15.86%, 17.85%",39 days/2 days/12 days,2025-11-25/2025-10-02/2025-10-17,2.29%,-1.99%,4.28%,-0.05,-0.01,187.6265/187.1953/187.41/209.885/222.5978/243.8843,175.17/125.3967/177.4966/151.1683/No Fib Ret Level/No Fib Ret Level,189.72/182.46,75.78%/161/10 days (Across ALL Assets),80.16%/499/11 days (Across ALL Assets)
OSCILLATOR DELTA,"XLV, Long, 2025-08-05 (Price: 132.5)",2025-10-03 (Price: 144.82),"9.3%, 43 days","75.0%, Past 6 years, 8","Daily, is Confirmed on 2025-08-05",No Cancellation Possible,"2025-10-09 (Price: 144.19), 8.82% above",47 days,No Information,No Information,No Information,No Information,No Information,No Information,9.21%/5.06%/6.33%,"14.08%, 14.08%",210 days/4 days/85 days,2026-06-05/2025-08-10/2025-12-06,4.06%,7.16%,-3.1%,0.1,0.26,142.5303/140.8872/144.43/149.295/174.1807/202.706,No Recent Minima/100.54/117.2225/81.225/No Fib Ret Level/No Fib Ret Level,136.83/138.64,72.62%/84/37 days (Across ALL Assets),66.23%/302/45 days (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-09-18 (Price: 267.57)",2025-10-02 (Price: 281.69),"5.28%, 10 days","83.33%, Past 4 years, 18","Daily, is CONFIRMED on 2025-09-18",Already confirmed,"2025-10-09 (Price: 290.19), 8.45% above",15 days,No Information,No Information,No Information,No Information,No Information,12.25% above/8.45% above/8.45% above,8.34%/0.76%/3.42%,"14.23%, 32.98%",65 days/4 days/17 days,2025-12-21/2025-09-23/2025-10-12,7.3%,22.81%,-15.51%,0.26,0.75,269.1219/276.7209/280.41/No Horizontal Resistance/254.997/285.4342,241.68/110.475/226.8328/161.2/No Fib Ret Level/No Fib Ret Level,247.23/219.36,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"BIPC.TO, Long, 2025-08-27 (Price: 55.91)",2025-10-02 (Price: 59.12),"5.74%, 26 days","83.33%, Past 4 years, 6","Daily, is CONFIRMED on 2025-08-27",Already confirmed,"2025-10-09 (Price: 61.63), 10.23% above",31 days,No Information,No Information,No Information,No Information,No Information,10.43% above/10.23% above/10.23% above,7.33%/0.56%/3.32%,"6.77%, 23.99%",36 days/7 days/23 days,2025-10-18/2025-09-06/2025-09-29,6.05%,10.05%,-4.0%,0.37,0.36,58.8005/57.7662/56.97/66.5925/No Next Fib Ext/No Next Fib Ext,53.28/45.475/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,55.94/55.87,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"USCI, Long, 2025-01-31 (Price: 69.03)",2025-09-30 (Price: 77.9),"12.85%, 172 days","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-10-09 (Price: 77.6001), 12.42% above",179 days,No Information,No Information,No Information,No Information,No Information,17.61% above/12.42% above/12.42% above,21.23%/4.09%/11.62%,"28.34%, 34.96%",239 days/85 days/158 days,2026-01-12/2025-06-03/2025-09-16,3.62%,2.84%,0.78%,0.26,-0.04,75.9606/77.0513/90.6/No Horizontal Resistance/75.2069/82.7534,51.93/38.14/56.8518/284.8198/No Fib Ret Level/No Fib Ret Level,66.59/63.08,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2024-08-31 (Price: 475.92)",2025-09-30 (Price: 502.74),"5.64%, 281 days","71.43%, Past 20 years, 7","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-10-09 (Price: 496.74), 4.37% above",288 days,No Information,No Information,No Information,No Information,No Information,4.37% above/4.37% above/4.37% above,27.79%/1.55%/11.56%,"6.9%, 24.34%",543 days/109 days/319 days,2026-10-26/2025-02-04/2025-12-06,5.34%,10.21%,-4.87%,0.55,0.44,488.1987/530.9364/625.57/No Horizontal Resistance/449.7662/491.88,267.02/200.57/405.99/349.0178/No Fib Ret Level/No Fib Ret Level,431.91/401.64,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"WPM, Long, 2025-04-30 (Price: 83.52)",2025-09-30 (Price: 111.84),"33.91%, 109 days","80.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-04-30",Already confirmed,"2025-10-09 (Price: 103.38), 23.78% above",116 days,No Information,No Information,No Information,No Information,No Information,23.78% above/23.78% above/23.78% above,108.0%/15.08%/43.85%,"15.02%, 41.24%",262 days/99 days/167 days,2026-05-14/2025-09-20/2025-12-27,13.38%,18.51%,-5.13%,0.85,0.59,117.0867/120.1435/104.03/No Horizontal Resistance/93.6878/98.515,40.55/38.292/69.0569/62.5461/No Fib Ret Level/No Fib Ret Level,75.43/64.73,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-04-30 (Price: 115.11)",2025-09-30 (Price: 155.74),"35.3%, 109 days","70.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-04-30",Already confirmed,"2025-10-09 (Price: 144.98), 25.95% above",116 days,No Information,No Information,No Information,No Information,No Information,25.95% above/25.95% above/25.95% above,50.73%/14.74%/29.84%,"32.86%, 44.83%",325 days/99 days/172 days,2026-08-13/2025-09-20/2026-01-04,7.15%,18.86%,-11.71%,0.54,0.59,152.6243/149.4588/144.95/No Horizontal Resistance/125.9496/146.152,55.12/48.855/92.3678/84.3174/No Fib Ret Level/No Fib Ret Level,106.97/90.73,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-09-30 (Price: 37.05),"23.17%, 326 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-10-09 (Price: 37.58), 24.93% above",333 days,No Information,No Information,No Information,No Information,No Information,46.51% above/24.93% above/24.93% above,111.71%/7.3%/50.4%,"0%, 48.03%",1425 days/316 days/734 days,2030-02-22/2025-09-30/2027-05-29,16.77%,14.17%,2.6%,1.18,0.51,50.5164/45.2403/33.39/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No Fib Ret Level/No Fib Ret Level,29.0/24.75,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2020-03-31 (Price: 30.38)",2025-09-30 (Price: 37.05),"21.96%, 1435 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2020-03-31",Already confirmed,"2025-10-09 (Price: 37.58), 23.7% above",1442 days,No Information,No Information,No Information,No Information,No Information,69.28% above/23.7% above/23.7% above,111.71%/7.3%/50.4%,"0%, 48.03%",1425 days/316 days/734 days,2025-11-23/2021-07-01/2023-02-27,16.77%,14.17%,2.6%,1.18,0.51,51.0202/45.6915/42.6/No Horizontal Resistance/30.6331/48.385,1.97/6.93/19.6619/12.8812/No Fib Ret Level/No Fib Ret Level,25.27/20.12,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2023-06-30 (Price: 5.42)",2025-09-30 (Price: 3.37),"-37.82%, 587 days","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2023-06-30",Already confirmed,"2025-10-09 (Price: 3.35), 38.19% below",594 days,No Information,No Information,No Information,No Information,No Information,33.27% below/38.19% below/38.19% below,27.18%/18.27%/23.24%,"10.91%, 14.75%",260 days/109 days/159 days,2024-07-10/2023-12-04/2024-02-15,6.99%,0.65%,6.34%,0.9,-0.01,6.852/6.6796/6.68/7.985/12.7156/14.3053,4.36/4.1967/5.0015/4.0745/No Fib Ret Level/No Fib Ret Level,4.94/4.92,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-02-28 (Price: 38.8)",2025-09-30 (Price: 61.38),"58.2%, 152 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-10-09 (Price: 64.68), 66.7% above",159 days,No Information,No Information,No Information,No Information,No Information,66.7% above/66.7% above/66.7% above,159.21%/3.87%/39.19%,"37.81%, 37.81%",413 days/33 days/163 days,2026-10-19/2025-04-16/2025-10-22,15.59%,16.43%,-0.84%,0.71,0.55,83.3502/54.0057/43.46/42.106/50.7492/58.5532,35.88/24.32/36.352/32.7462/No Fib Ret Level/No Fib Ret Level,38.29/38.67,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-04-30 (Price: 43.55)",2025-09-30 (Price: 53.08),"21.88%, 109 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-04-30",Already confirmed,"2025-10-09 (Price: 51.36), 17.93% above",116 days,No Information,No Information,No Information,No Information,No Information,31.93% above/17.93% above/17.93% above,33.21%/9.0%/21.74%,"0%, 41.48%",977 days/99 days/396 days,2029-03-15/2025-09-20/2026-11-24,7.17%,8.87%,-1.7%,2.34,0.33,50.3743/53.0178/46.79/No Horizontal Resistance/82.226/92.0468,29.29/28.5067/41.6622/34.0342/No Fib Ret Level/No Fib Ret Level,40.79/37.73,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2022-01-31 (Price: 42.97)",2025-09-30 (Price: 53.08),"23.53%, 956 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2022-01-31",Already confirmed,"2025-10-09 (Price: 51.36), 19.53% above",963 days,No Information,No Information,No Information,No Information,No Information,37.29% above/19.53% above/19.53% above,33.21%/9.0%/21.74%,"0%, 41.48%",977 days/99 days/396 days,2025-12-16/2022-06-23/2023-08-27,7.17%,8.87%,-1.7%,2.34,0.33,49.7034/52.3117/54.15/72.425/82.226/92.0468,33.65/31.135/41.6622/34.0342/No Fib Ret Level/No Fib Ret Level,37.99/37.69,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
FRACTAL TRACK,"PYPL, Short, 2025-07-31 (Price: 68.76)",2025-10-09 (Price: 75.75) (Today),"-10.17%, 50 days","100.0%, Past 10 years, 4","Monthly, was CONFIRMED on 2025-07-31",Already confirmed,"2025-10-09 (Price: 75.75), 10.17% above",50 days,No Information,No Information,No Information,"38.2% (Price: 70.8622), 6.9% above, Upmove Break Below","2015-07-31 (Price: 33.98), 2024-12-31 (Price: 93.66)",No Information,20.51%/4.43%/11.03%,"0.0%, 20.51%",77 days/21 days/39 days,2025-11-19/2025-08-30/2025-09-25,13.09%,5.3%,7.79%,1.01,0.22,60.2475/61.1758/32.95/56.966/No Next Fib Ext Support/No Next Fib Ext Support,88.58/56.966/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,68.84/72.71,50.0%/8/134 days (Across ALL Assets),50.0%/24/87 days (Across ALL Assets)
FRACTAL TRACK,"LYFT, Short, 2025-09-24 (Price: 22.06)",2025-10-07 (Price: 21.18),"3.99%, 9 days","88.73%, Past 5 years, 71","Daily, was CONFIRMED on 2025-09-24",Already confirmed,"2025-10-09 (Price: 19.72), 10.61% below",11 days,No Information,No Information,No Information,"88.6% (Price: 17.9928), 9.6% above, Downmove Bounce Back","2025-10-09 (Price: 21.4752), 2025-10-09 (Price: 19.645)",No Information,19.27%/0.06%/4.76%,"16.51%, 19.27%",10 days/1 days/3 days,2025-10-08/2025-09-25/2025-09-28,24.73%,5.1%,19.63%,0.25,0.15,20.5334/21.0099/20.96/8.8875/No Next Fib Ext Support/No Next Fib Ext Support,22.84/8.8875/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,18.1/14.83,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Short, 2025-10-02 (Price: 112.14)",2025-10-06 (Price: 112.75),"-0.54%, 2 days","91.3%, Past 5 years, 69","Daily, was CONFIRMED on 2025-10-02",Already confirmed,"2025-10-09 (Price: 110.99), 1.03% below",5 days,No Information,No Information,No Information,"23.66% (Price: 114.14), 2.76% below, Upmove Break Below","2025-04-07 (Price: 80.1), 2025-06-30 (Price: 124.69)",No Information,9.66%/0.05%/3.6%,"4.2%, 9.66%",38 days/1 days/7 days,2025-11-26/2025-10-03/2025-10-12,21.18%,5.1%,16.08%,0.52,-0.06,109.2692/108.103/85.39/79.415/94.0946/88.5027,118.84/79.415/94.0946/88.5027/No Fib Ret Level/No Fib Ret Level,115.51/109.98,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets)
FRACTAL TRACK,"PLTR, Short, 2025-09-30 (Price: 182.42)",2025-10-03 (Price: 173.07),"5.13%, 3 days","85.94%, Past 5 years, 64","Daily, was CONFIRMED on 2025-09-30",Already confirmed,"2025-10-09 (Price: 185.47), 1.67% above",7 days,No Information,No Information,No Information,"88.6% (Price: 184.5668), 0.49% above, Downmove Bounce Back","2025-10-09 (Price: 187.6199), 2025-10-09 (Price: 179.95)",No Information,10.5%/0.57%/5.11%,"20.75%, 14.13%",19 days/1 days/3 days,2025-10-27/2025-10-01/2025-10-04,21.99%,5.1%,16.89%,0.26,1.73,174.0104/173.0983/177.82/7.205/156.1054/148.2704,182.55/7.205/156.1054/148.2704/No Fib Ret Level/No Fib Ret Level,170.93/123.73,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets)
FRACTAL TRACK,"USDCHF=X, Short, 2025-10-02 (Price: 0.7969)",2025-10-03 (Price: 0.797),"-0.01%, 1 days","89.19%, Past 5 years, 37","Daily, was CONFIRMED on 2025-10-02",Already confirmed,"2025-10-09 (Price: 0.8015), 0.58% above",5 days,No Information,No Information,No Information,"23.66% (Price: 0.7931), 1.06% above, Downmove Bounce Back","2025-10-09 (Price: 0.8066), 2025-10-09 (Price: 0.8001)",No Information,3.25%/0.45%/1.88%,"2.31%, 4.14%",54 days/2 days/19 days,2025-12-19/2025-10-04/2025-10-29,6.22%,5.1%,1.12%,0.23,-0.84,0.7895/0.7819/0.79/No Horizontal Support/No Next Fib Ext Support/No Next Fib Ext Support,0.8/No Horizontal Support/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,0.8/0.84,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets)
