"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"PPH, Long, 2024-03-31 (Price: 90.7)",2025-11-11 (Price: 98.2) (Today),"8.27%, 421 days","81.48%, Past 20 years, 27","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-11 (Price: 98.2), 8.27% above",421 days,"0, 2019-03-31 (Price: 60.72)",2024-01-31 (Price: 85.3),2024-03-28 (Price: 90.7),464/423/421 days,15.12% above/8.27% above/8.27% above,2019-03-31 (Price: 86.3975)/2024-03-31 (Price: 82.9475),15.31%/0.84%/7.86%,"30.19%, 39.01%",1129 days/106 days/305 days,2028-09-21/2024-08-31/2025-06-15,1.99%,2.01%,-0.01%,0.18,-0.1,96.3415/97.829/108.69/No Horizontal Resistance/96.895/110.4008,75.31/54.71/87.7591/80.4653/No F-Track Level/No F-Track Level,88.21/81.89,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"NOVA.F, Long, 2024-03-31 (Price: 118.5)",2025-11-11 (Price: 42.4) (Today),"-64.22%, 421 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-11 (Price: 42.4), 64.22% below",421 days,"2, 2022-03-31 (Price: 50.0)",2024-02-29 (Price: 110.5),2024-03-22 (Price: 119.0),443/427/421 days,61.63% below/64.37% below/64.22% below,2022-03-31 (Price: 50.3366)/2024-03-31 (Price: 109.0092),29.09%/4.76%/18.3%,"19.09%, 40.83%",218 days/108 days/152 days,2025-02-09/2024-09-03/2024-11-06,14.82%,15.63%,-0.81%,1.02,0.62,135.5403/140.1855/159.6/No Horizontal Resistance/138.0871/213.5668,27.0/23.0/91.4382/62.6074/No F-Track Level/No F-Track Level,112.59/92.88,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"ATD.TO, Long, 2024-02-18 (Price: 82.0)",2025-11-11 (Price: 70.4) (Today),"-14.15%, 451 days","92.86%, Past 10 years, 28","Weekly, is CONFIRMED on 2024-02-16",Already confirmed,"2025-11-11 (Price: 70.4), 14.15% below",451 days,"6, 2022-10-02 (Price: 55.61)",2024-02-18 (Price: 82.0),2024-02-14 (Price: 84.29),451/454/451 days,14.15% below/16.48% below/14.15% below,2022-10-02 (Price: 60.6948)/2024-02-18 (Price: 80.4689),15.58%/3.82%/8.33%,"7.58%, 28.5%",184 days/19 days/70 days,2024-11-10/2024-03-16/2024-05-29,16.83%,20.73%,-3.9%,1.24,0.84,85.526/88.8306/97.83/No Horizontal Resistance/85.3936/96.14,68.98/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level,78.88/72.47,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"CNR.TO, Long, 2024-02-11 (Price: 173.01)",2025-11-11 (Price: 134.43) (Today),"-22.3%, 456 days","90.91%, Past 10 years, 33","Weekly, is CONFIRMED on 2024-02-09",Already confirmed,"2025-11-11 (Price: 134.43), 22.3% below",456 days,"0, 2019-10-20 (Price: 114.84)",2024-02-04 (Price: 170.55),2024-02-09 (Price: 173.01),461/457/456 days,21.18% below/22.3% below/22.3% below,2019-10-20 (Price: 177.6057)/2024-02-11 (Price: 166.8379),10.37%/1.53%/6.94%,"6.29%, 17.25%",329 days/19 days/105 days,2025-06-01/2024-03-09/2024-07-12,10.4%,9.82%,0.58%,1.31,0.4,179.5844/185.0169/207.91/No Horizontal Resistance/218.156/349.4971,145.05/125.9933/136.9828/86.815/No F-Track Level/No F-Track Level,165.77/157.05,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"AMD, Long, 2024-01-31 (Price: 167.69)",2025-11-11 (Price: 237.52) (Today),"41.64%, 464 days","100.0%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2025-11-11 (Price: 237.52), 41.64% above",464 days,"2, 2021-11-30 (Price: 158.37)",2023-12-31 (Price: 147.41),2024-01-08 (Price: 146.18),486/481/464 days,61.13% above/62.48% above/41.64% above,2021-11-30 (Price: 164.46)/2024-01-31 (Price: 121.1768),190.68%/42.09%/96.91%,"-0.0%, 58.95%",653 days/109 days/254 days,2026-09-02/2024-07-06/2025-02-01,29.08%,11.7%,17.38%,1.47,0.49,266.2414/330.1984/173.28/No Horizontal Resistance/170.075/187.3421,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level,142.56/116.01,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"ASML, Long, 2024-01-31 (Price: 869.82)",2025-11-11 (Price: 1022.42) (Today),"17.54%, 464 days","80.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2025-11-11 (Price: 1022.42), 17.54% above",464 days,"0, 2019-01-31 (Price: 175.03)",2024-01-31 (Price: 869.82),2024-01-31 (Price: 869.82),464/464/464 days,17.54% above/17.54% above/17.54% above,2019-01-31 (Price: 1076.2209)/2024-01-31 (Price: 738.1755),87.33%/5.07%/28.19%,"28.83%, 59.07%",349 days/86 days/221 days,2025-06-19/2024-06-03/2024-12-16,8.26%,15.03%,-6.77%,0.45,0.51,969.1534/1115.0223/1286.69/888.525/1034.6774/1091.1724,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level,737.22/678.52,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"ATD.TO, Long, 2023-12-31 (Price: 78.03)",2025-11-11 (Price: 70.4) (Today),"-9.78%, 486 days","100.0%, Past 20 years, 19","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-11-11 (Price: 70.4), 9.78% below",486 days,"2, 2021-08-31 (Price: 51.42)",2023-12-31 (Price: 78.03),2023-12-27 (Price: 77.4),486/489/486 days,9.78% below/9.04% below/9.78% below,2021-08-31 (Price: 52.64)/2023-12-31 (Price: 74.2933),54.68%/9.09%/30.25%,"-0.0%, 18.24%",369 days/85 days/165 days,2025-06-17/2024-05-02/2024-08-25,22.04%,21.28%,0.76%,1.78,0.74,92.1924/101.6341/94.0/No Horizontal Resistance/85.3936/96.14,38.63/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level,76.7/70.09,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"CNR.TO, Long, 2023-12-31 (Price: 166.55)",2025-11-11 (Price: 134.43) (Today),"-19.29%, 486 days","78.95%, Past 20 years, 19","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-11-11 (Price: 134.43), 19.29% below",486 days,"2, 2022-12-31 (Price: 160.84)",2023-11-30 (Price: 157.46),2023-12-31 (Price: 166.55),508/486/486 days,14.63% below/19.29% below/19.29% below,2022-12-31 (Price: 175.39)/2023-12-31 (Price: 155.62),30.67%/4.59%/18.46%,"26.31%, 26.3%",327 days/108 days/165 days,2025-04-17/2024-06-04/2024-08-25,9.24%,11.69%,-2.45%,0.6,0.5,184.1543/197.2951/169.98/168.648/218.156/349.4971,146.73/127.3443/136.9828/86.815/No F-Track Level/No F-Track Level,155.88/155.85,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"NKE, Long, 2023-12-17 (Price: 121.55)",2025-11-11 (Price: 63.15) (Today),"-48.05%, 496 days","90.62%, Past 10 years, 32","Weekly, is CONFIRMED on 2023-12-15",Already confirmed,"2025-11-11 (Price: 63.15), 48.05% below",496 days,"0, 2019-08-25 (Price: 80.44)",2023-12-03 (Price: 113.48),2023-12-15 (Price: 121.55),506/497/496 days,44.35% below/48.05% below/48.05% below,2019-08-25 (Price: 230.7023)/2023-12-17 (Price: 106.4619),13.46%/2.65%/7.59%,"20.56%, 25.62%",144 days/19 days/44 days,2024-07-12/2024-01-13/2024-02-18,15.14%,7.73%,7.41%,0.47,0.27,121.4771/130.7756/146.22/176.74/206.9588/222.5876,90.85/77.63/98.3246/84.8341/No F-Track Level/No F-Track Level,107.2/109.95,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"NIO, Long, 2023-07-31 (Price: 15.3)",2025-11-11 (Price: 6.63) (Today),"-56.67%, 596 days","100.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2023-07-31",Already confirmed,"2025-11-11 (Price: 6.63), 56.67% below",596 days,"4, 2020-11-30 (Price: 50.53)",2023-06-30 (Price: 9.69),2023-07-10 (Price: 10.78),617/611/596 days,31.58% below/38.5% below/56.67% below,2020-11-30 (Price: 70.9433)/2023-07-31 (Price: 7.69),323.2%/323.2%/323.2%,"-0.0%, 0.0%",86 days/86 days/86 days,2023-12-02/2023-12-02/2023-12-02,38666.81%,0.52%,38666.29%,0.8,0.51,23.8022/64.7496/36.44/24.205/69.9615/No Next Fib Ext,7.53/5.635/14.9997/12.0157/No F-Track Level/No F-Track Level,9.59/10.04,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"UPS, Long, 2023-07-23 (Price: 187.3)",2025-11-11 (Price: 95.03) (Today),"-49.26%, 601 days","91.43%, Past 10 years, 35","Weekly, is CONFIRMED on 2023-07-21",Already confirmed,"2025-11-11 (Price: 95.03), 49.26% below",601 days,"0, 2019-03-31 (Price: 111.74)",2023-07-23 (Price: 187.3),2023-07-21 (Price: 187.3),601/602/601 days,49.26% below/49.26% below/49.26% below,2019-03-31 (Price: 274.5059)/2023-07-23 (Price: 184.0627),31.22%/1.77%/7.51%,"13.76%, 27.26%",244 days/19 days/109 days,2024-07-10/2023-08-19/2023-12-27,13.13%,2.3%,10.84%,0.5,0.04,184.3219/201.3662/232.64/221.2667/228.7501/344.6751,168.5/91.27/157.105/112.825/No F-Track Level/No F-Track Level,175.11/178.49,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"ORCL, Long, 2023-06-30 (Price: 119.09)",2025-11-11 (Price: 236.15) (Today),"98.3%, 617 days","100.0%, Past 39 years, 7","Quarterly, is CONFIRMED on 2023-06-30",Already confirmed,"2025-11-11 (Price: 236.15), 98.3% above",617 days,"8, 2011-06-30 (Price: 32.91)",2022-12-31 (Price: 81.74),2023-06-26 (Price: 116.78),746/621/617 days,188.9% above/102.22% above/98.3% above,2011-06-30 (Price: 36.4942)/2023-06-30 (Price: 69.7136),155.36%/35.44%/100.26%,"0%, 30.85%",652 days/325 days/372 days,2026-01-29/2024-10-12/2024-12-19,31.23%,22.8%,8.44%,1.92,0.65,212.6233/238.4896/170.8/No Horizontal Resistance/112.106/117.4897,61.07/51.175/96.8122/87.3553/No F-Track Level/No F-Track Level,105.42/87.46,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"GILD, Long, 2022-12-31 (Price: 85.85)",2025-11-11 (Price: 122.56) (Today),"42.76%, 746 days","100.0%, Past 33 years, 10","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-11-11 (Price: 122.56), 42.76% above",746 days,"4, 2014-12-31 (Price: 94.26)",2022-09-30 (Price: 61.69),2022-12-29 (Price: 85.26),812/748/746 days,98.67% above/43.75% above/42.76% above,2014-12-31 (Price: 124.0506)/2022-12-31 (Price: 58.9201),74.14%/5.29%/44.68%,"-0.0%, 24.28%",913 days/327 days/509 days,2026-08-14/2024-04-17/2025-01-06,12.82%,17.18%,-4.36%,1.5,0.52,96.8989/124.2078/90.9/No Horizontal Resistance/123.4541/140.4376,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level,82.78/67.59,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"XLU, Long, 2022-03-31 (Price: 74.46)",2025-11-11 (Price: 89.71) (Today),"20.48%, 943 days","80.0%, Past 26 years, 5","Quarterly, is CONFIRMED on 2022-03-31",Already confirmed,"2025-11-11 (Price: 89.71), 20.48% above",943 days,"0, 2014-09-30 (Price: 42.09)",2022-03-31 (Price: 74.46),2022-03-31 (Price: 74.46),943/943/943 days,20.48% above/20.48% above/20.48% above,2014-09-30 (Price: 48.4255)/2022-03-31 (Price: 68.7436),15.93%/14.62%/15.06%,"8.81%, 39.64%",2021 days/719 days/1587 days,2030-04-05/2025-02-04/2028-07-15,2.15%,4.01%,-1.86%,0.63,0.05,75.9492/85.6737/93.88/No Horizontal Resistance/77.3663/87.4085,25.55/47.86/70.8508/60.7823/No F-Track Level/No F-Track Level,69.21/67.67,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"TD, Long, 2022-03-31 (Price: 79.42)",2025-11-11 (Price: 81.6) (Today),"2.74%, 943 days","100.0%, Past 30 years, 7","Quarterly, is CONFIRMED on 2022-03-31",Already confirmed,"2025-11-11 (Price: 81.6), 2.74% above",943 days,"4, 2010-03-31 (Price: 37.29)",2021-12-31 (Price: 76.68),2022-03-10 (Price: 76.96),1007/958/943 days,6.42% above/6.03% above/2.74% above,2010-03-31 (Price: 40.0652)/2022-03-31 (Price: 72.266),40.27%/18.26%/28.63%,"-0.0%, 23.81%",1109 days/262 days/457 days,2026-08-23/2023-04-14/2024-01-21,13.71%,9.79%,3.92%,1.25,0.35,92.0716/102.1579/104.7/No Horizontal Resistance/91.6167/96.9366,42.39/50.2533/74.6074/62.3451/No F-Track Level/No F-Track Level,80.73/73.17,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"NKE, Long, 2020-12-31 (Price: 141.47)",2025-11-11 (Price: 63.15) (Today),"-55.36%, 1268 days","100.0%, Past 44 years, 6","Yearly, is CONFIRMED on 2020-12-31",Already confirmed,"2025-11-11 (Price: 63.15), 55.36% below",1268 days,"2, 1992-12-31 (Price: 2.5938)",2020-12-31 (Price: 141.47),2020-12-30 (Price: 141.58),1268/1269/1268 days,55.36% below/55.4% below/55.36% below,1992-12-31 (Price: -0.7092)/2020-12-31 (Price: 81.9806),142.44%/21.07%/81.76%,"-0.0%, 54.6%",2348 days/1304 days/1826 days,2030-04-23/2026-03-03/2028-03-28,10.67%,13.91%,-3.24%,0.76,0.42,213.0255/257.1359/224.8/No Horizontal Resistance/139.3004/159.9526,No Recent Minima/50.4075/130.5693/99.3933/No F-Track Level/No F-Track Level,133.61/109.26,No Data (Across ALL Assets),No Data (Across ALL Assets)
"FPH.NZ, Long, 2020-06-30 (Price: 35.6)",2025-11-11 (Price: 38.1) (Today),"7.02%, 1400 days","100.0%, Past 24 years, 8","Quarterly, is CONFIRMED on 2020-06-30",Already confirmed,"2025-11-11 (Price: 38.1), 7.02% above",1400 days,"2, 2016-06-30 (Price: 10.05)",2019-12-31 (Price: 22.2),2020-06-22 (Price: 29.35),1530/1406/1400 days,71.62% above/29.81% above/7.02% above,2016-06-30 (Price: 10.2413)/2020-06-30 (Price: 21.2612),111.71%/21.96%/58.51%,"-0.0%, 48.03%",1435 days/326 days/531 days,2026-03-09/2021-10-15/2022-08-08,13.02%,13.97%,-0.95%,1.3,0.5,58.3342/56.4296/50.93/No Horizontal Resistance/30.6331/48.385,1.97/6.93/19.6619/12.8812/No F-Track Level/No F-Track Level,29.58/24.2,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"FPH.NZ, Long, 2020-03-31 (Price: 30.38)",2025-09-30 (Price: 37.05),"21.96%, 1435 days","100.0%, Past 24 years, 8","Quarterly, is CONFIRMED on 2020-03-31",Already confirmed,"2025-11-11 (Price: 38.1), 25.41% above",1465 days,"2, 2016-09-30 (Price: 10.01)",2019-12-31 (Price: 22.2),2020-01-15 (Price: 22.22),1530/1519/1465 days,71.62% above/71.47% above/25.41% above,2016-09-30 (Price: 10.93)/2020-03-31 (Price: 20.5725),111.71%/21.96%/58.51%,"-0.0%, 48.03%",1435 days/326 days/531 days,2025-12-08/2021-07-16/2022-05-09,13.02%,13.97%,-0.95%,1.3,0.5,49.7807/48.1553/42.6/No Horizontal Resistance/30.6331/48.385,1.97/6.93/19.6619/12.8812/No F-Track Level/No F-Track Level,25.27/20.12,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"TRI.TO, Short, 2025-09-30 (Price: 216.1)",2025-11-11 (Price: 192.46) (Today),"10.94%, 30 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 192.46), 10.94% below",30 days,"2, 2023-09-30 (Price: 166.16)",2025-08-31 (Price: 243.91),2025-09-05 (Price: 241.93),51/47/30 days,21.09% below/20.45% below/10.94% below,2023-09-30 (Price: 164.076)/2025-09-30 (Price: 249.1054),25.37%/7.99%/21.25%,"21.18%, 25.96%",131 days/108 days/117 days,2026-04-07/2026-03-05/2026-03-18,35.0%,5.4%,29.6%,0.54,0.45,230.5787/170.1787/186.14/116.89/193.124/131.2534,278.08/116.89/193.124/131.2534/No F-Track Level/No F-Track Level,245.39/250.82,100.0%/1/281 days (Across ALL Assets),0.0%/4/112 days (Across ALL Assets)
"PFE, Short, 2025-06-30 (Price: 24.24)",2025-11-11 (Price: 25.51) (Today),"-5.24%, 96 days","100.0%, Past 48 years, 7","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 25.51), 5.24% above",96 days,"4, 2015-06-30 (Price: 31.8121)",2025-03-31 (Price: 25.34),2025-04-01 (Price: 24.54),161/160/96 days,0.67% above/3.95% above/5.24% above,2015-06-30 (Price: 26.8685)/2025-06-30 (Price: 25.9908),28.35%/4.94%/10.06%,"0.0%, 34.93%",718 days/326 days/406 days,2028-05-04/2026-10-15/2027-02-08,6.98%,5.5%,1.48%,0.85,0.21,23.1031/21.8015/19.7/No Horizontal Support/21.508/20.5265,59.05/No Horizontal Support/21.508/20.5265/No F-Track Level/No F-Track Level,23.45/25.82,100.0%/1/415 days (Across ALL Assets),No Data (Across ALL Assets)
"PFE, Short, 2024-03-31 (Price: 27.75)",2025-11-11 (Price: 25.51) (Today),"8.07%, 421 days","100.0%, Past 48 years, 7","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-11 (Price: 25.51), 8.07% below",421 days,"6, 2009-03-31 (Price: 12.9222)",2023-12-31 (Price: 28.79),2024-01-11 (Price: 28.4),486/478/421 days,11.39% below/10.18% below/8.07% below,2009-03-31 (Price: 11.0247)/2024-03-31 (Price: 32.0614),28.35%/4.94%/10.06%,"0.0%, 34.93%",718 days/326 days/406 days,2027-02-03/2025-07-16/2025-11-09,6.98%,5.5%,1.48%,0.85,0.21,26.4485/24.9583/18.85/26.1058/21.508/20.5265,59.05/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level,27.46/31.61,100.0%/1/415 days (Across ALL Assets),No Data (Across ALL Assets)
