Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType,Signal Open Price
SIGMASHELL,"NVO, Long, 2025-04-04 (Price: 62.55)",2026-01-28 (Price: 60.33) (Today),"-3.55%, 10 months","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2025-04-04",Already confirmed,"2026-01-29 (Price: 59.3300), 5.15% below",10 months,"-9.9, 100.0%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2026-01-07/2025-07-17/2025-10-12,-0.56%,9.2%,-9.76%,-0.04,0.47,63.8698/74.2468/157.4212/139.01/157.4212/215.5132/No EMA 200 Target,No Recent Minima/31.6225/51.1046/45.3824/No F-Track Level/No F-Track Level/58.92,85.95%/121/0 days (Across ALL Assets),74.78%/230/0 days (Across ALL Assets),exit,65.23
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-28 (Price: 43.33) (Today),"9.9%, 10.1 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-01-29 (Price: 43.3300), 9.90% above",10.1 months,No Information,No Information,No Information,"23.66% (Price: 36.9765), 17.18% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.39,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets),exit,39.57
TRENDPULSE,"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-28 (Price: 66.19) (Today),"11.51%, 11.1 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-29 (Price: 65.7300), 10.73% above",11.1 months,No Information,No Information,No Information,No Information,No Information,11.51% above/11.51% above/11.51% above,11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-08-03/2025-10-03/2026-07-30,5.39%,1.99%,3.4%,0.77,-0.0,60.7728/64.18/75.54/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,56.21
BAND MATRIX,"NA.TO, Long, 2025-02-23 (Price: 124.43)",2026-01-28 (Price: 162.2) (Today),"30.35%, 11.3 months","100.0%, Past 15 years, 6","Weekly, was CONFIRMED on 2025-02-23",No Cancellation Possible,"2026-01-29 (Price: 163.6800), 31.54% above",11.3 months,No Information,No Information,No Information,No Information,No Information,No Information,61.64%/4.69%/32.82%,"-0.0%, 42.56%",3.7 years/9.3 months/2 years,2030-06-06/2026-04-03/2028-01-01,11.98%,7.53%,4.45%,1.22,0.44,128.4242/165.2679/146.85/No Horizontal Resistance/188.6608/207.1743/148.52,106.39/73.9933/119.9028/88.8057/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets),exit,125.91
BAND MATRIX,"MX.TO, Long, 2025-02-13 (Price: 66.03)",2026-01-28 (Price: 64.77) (Today),"-1.91%, 11.6 months","100.0%, Past 5 years, 4","Daily, was CONFIRMED on 2025-02-13",No Cancellation Possible,"2026-01-29 (Price: 66.0100), 0.03% below",11.6 months,No Information,No Information,No Information,No Information,No Information,No Information,29.34%/1.75%/18.62%,"-0.0%, 44.27%",2.1 years/1.2 month/10.9 months,2028-02-13/2025-04-06/2026-06-01,14.76%,-2.01%,16.77%,0.97,0.03,66.4856/78.3248/72.41/73.435/104.8718/122.9238/No EMA 200 Target,65.11/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/50.2,82.61%/69/0 days (Across ALL Assets),75.98%/254/0 days (Across ALL Assets),exit,67.18
SIGMASHELL,"NVO, Long, 2024-11-01 (Price: 111.94)",2026-01-28 (Price: 60.33) (Today),"-46.11%, 1.3 year","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2024-11-01",Already confirmed,"2026-01-29 (Price: 59.3300), 47.00% below",1.3 year,"-11.95, 71.88%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2025-08-06/2025-02-13/2025-05-11,-0.56%,9.2%,-9.76%,-0.04,0.47,114.3019/132.8728/157.4212/139.01/157.4212/215.5132/No EMA 200 Target,105.21/32.2375/103.7087/83.4599/No F-Track Level/No F-Track Level/58.92,85.95%/121/0 days (Across ALL Assets),74.78%/230/0 days (Across ALL Assets),exit,112.88
TRENDPULSE,"AAPL, Long, 2024-09-30 (Price: 233.0)",2026-01-28 (Price: 256.44) (Today),"10.06%, 1.3 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-01-29 (Price: 258.2800), 10.85% above",1.3 year,No Information,No Information,No Information,No Information,No Information,10.06% above/10.06% above/10.06% above,49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-04-25/2025-05-09/2025-12-30,17.77%,21.49%,-3.72%,2.41,1.03,338.9451/283.4911/275.29/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/197.37,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,228.55
TRENDPULSE,"ASML, Long, 2024-01-31 (Price: 869.82)",2026-01-28 (Price: 1422.92) (Today),"63.59%, 2 years","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-01-29 (Price: 1455.1600), 67.29% above",2 years,No Information,No Information,No Information,No Information,No Information,63.59% above/63.59% above/63.59% above,42.83%/5.07%/18.51%,"28.83%, 59.07%",1.4 year/5.1 months/1 year,2026-01-28/2024-09-08/2025-07-05,8.92%,10.16%,-1.24%,0.75,0.49,1035.4337/1030.8237/1286.69/888.525/1034.6774/1091.1724/No EMA 200 Target,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level/678.52,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets),exit,730.0
BAND MATRIX,"JPY=X, Long, 2023-12-31 (Price: 141.43)",2026-01-28 (Price: 153.417) (Today),"8.48%, 2.1 years","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2023-12-31",No Cancellation Possible,"2026-01-30 (Price: 153.1510), 8.29% above",2.1 years,No Information,No Information,No Information,No Information,No Information,No Information,4.36%/0.69%/2.53%,"3.04%, 15.82%",4.3 years/8.9 months/2.5 years,2030-02-19/2025-01-20/2027-07-26,2.69%,2.94%,-0.25%,0.15,0.02,139.3368/145.0082/142.17/151.92/156.7717/175.8568/149.71,138.07/103.3558/138.2059/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets),exit,142.342
BAND MATRIX,"TCS.NS, Long, 2022-05-22 (Price: 3293.0)",2026-01-25 (Price: 3162.5),"-3.96%, 3.7 years","100.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2022-05-22",No Cancellation Possible,"2026-01-30 (Price: 3105.6001), 5.69% below",3.7 years,No Information,No Information,No Information,No Information,No Information,No Information,60.23%/7.63%/25.48%,"-0.0%, 23.27%",2.1 years/5.1 months/1 year,2025-05-21/2022-12-29/2023-10-25,11.64%,8.39%,3.25%,0.89,0.46,3734.262/4132.0564/3933.16/4016.45/4192.8996/5692.579/No EMA 200 Target,3167.45/1228.9625/3006.8346/2637.2425/No F-Track Level/No F-Track Level/3217.05,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets),exit,3415.0
OSCILLATOR DELTA,"JETS, Short, 2026-01-14 (Price: 28.4)",2026-01-28 (Price: 27.69) (Today),"2.5%, 14 days","100.0%, Past 6 years, 8","Daily, is Confirmed on 2026-01-14",No Cancellation Possible,"2026-01-29 (Price: 28.4200), 0.07% above",14 days,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-09-09/2026-01-15/2026-03-28,13.31%,5.2%,8.11%,1.61,0.01,26.4006/26.5199/26.46/14.732/No F-Stack Support/No F-Stack Support/24.74,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/0 days (Across ALL Assets),62.86%/35/0 days (Across ALL Assets),exit,28.6
FRACTAL TRACK,"SFTBY, Short, 2025-12-31 (Price: 14.175)",2026-01-28 (Price: 13.33) (Today),"5.96%, 28 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-29 (Price: 14.2500), 0.53% above",28 days,No Information,No Information,No Information,"50.0% (Price: 13.3475), 0.13% below, Upmove Break Below","2022-06-30 (Price: 4.195), 2025-12-31 (Price: 22.5)",No Information,18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14 (Max),12.53%,5.4%,7.13%,1.47,0.38,12.7362/11.7071/3.19/4.205/14.0995/12.0968/12.2,No support/4.205/14.0995/12.0968/No F-Track Level/No F-Track Level/No EMA 200 Support,0.0%/1/0 days (Across ALL Assets),53.33%/15/0 days (Across ALL Assets),exit,15.6175
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",2026-01-28 (Price: 84.64) (Today),"9.73%, 28 days","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-29 (Price: 83.1600), 11.31% below",28 days,No Information,No Information,No Information,"23.66% (Price: 106.2331), 20.33% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-14/2026-05-10/2026-05-10,11.77%,5.5%,6.27%,1.3,0.88,184.1259/66.1196/23.05/34.8663/86.4764/77.567/No EMA 200 Target,No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,0.0%/1/0 days (Across ALL Assets),53.33%/15/0 days (Across ALL Assets),exit,117.549
OSCILLATOR DELTA,"JETS, Short, 2025-12-24 (Price: 28.54)",2026-01-27 (Price: 27.86),"2.38%, 1.1 month","100.0%, Past 6 years, 8","Daily, is Confirmed on 2025-12-24",No Cancellation Possible,"2026-01-29 (Price: 28.4200), 0.42% below",1.2 month,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-08-19/2025-12-25/2026-03-07,13.31%,5.2%,8.11%,1.61,0.01,26.5308/26.6507/26.59/14.732/No F-Stack Support/No F-Stack Support/24.74,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/0 days (Across ALL Assets),62.86%/35/0 days (Across ALL Assets),exit,28.44
TRENDPULSE,"USCI, Short, 2025-11-09 (Price: 78.02)",2026-01-25 (Price: 84.23),"-7.96%, 2.6 months","92.31%, Past 10 years, 13","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2026-01-29 (Price: 87.5021), 12.15% above",2.7 months,No Information,No Information,No Information,No Information,No Information,9.9% above/10.79% above/10.79% above,20.34%/0.9%/7.17%,"7.79%, 24.44%",1.9 month/28 days/1.2 month,2026-01-30/2025-12-19/2025-12-31,8.02%,5.4%,2.62%,0.59,-0.14,72.8941/72.426/74.16/38.14/75.2881/67.5442/73.22,No support/38.14/75.2881/67.5442/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),28.57%/7/0 days (Across ALL Assets),exit,78.54
TRENDPULSE,"DBC, Long, 2026-01-23 (Price: 24.18)",2026-01-29 (Price: 25.3) (Today),"4.63%, 6 days","75.0%, Past 4 years, 16","Daily, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-29 (Price: 25.3000), 4.63% above",6 days,No Information,No Information,No Information,No Information,No Information,6.57% above/4.63% above/4.63% above,5.33%/0.57%/2.1%,"7.94%, 13.15%",3.3 months/6 days/22 days,2026-06-15/2026-01-31/2026-02-23,5.64%,4.38%,1.26%,0.13,0.2,24.8546/24.6878/25.61/28.58/60.6441/65.878/No EMA 200 Target,22.36/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/22.23,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,24.05
TRENDPULSE,"ENZL, Long, 2026-01-23 (Price: 46.62)",2026-01-29 (Price: 47.234) (Today),"1.32%, 6 days","87.5%, Past 4 years, 16","Daily, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-29 (Price: 47.2340), 1.32% above",6 days,No Information,No Information,No Information,No Information,No Information,2.44% above/1.32% above/1.32% above,5.17%/0.29%/1.92%,"10.32%, 33.2%",1.9 month/8 days/20 days,2026-04-15/2026-02-03/2026-02-20,-5.23%,-2.63%,-2.6%,0.15,-0.23,46.9184/47.5151/47.35/65.1933/79.7363/84.688/No EMA 200 Target,44.64/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.34,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,46.49
TRENDPULSE,"XLE, Long, 2026-01-22 (Price: 48.91)",2026-01-28 (Price: 50.05),"2.33%, 6 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-01-22",Already confirmed,"2026-01-29 (Price: 50.5100), 3.27% above",7 days,No Information,No Information,No Information,No Information,No Information,6.11% above/3.27% above/3.27% above,6.81%/0.4%/3.61%,"6.99%, 40.87%",1.5 month/6 days/17 days,2026-03-28/2026-01-30/2026-02-15,10.35%,4.61%,5.74%,0.88,0.26,51.5071/50.6757/50.8/49.2225/53.4428/58.8712/No EMA 200 Target,43.81/22.8475/44.5115/37.0707/No F-Track Level/No F-Track Level/43.58,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,48.62
TRENDPULSE,"^BVSP, Long, 2026-01-22 (Price: 175589.0)",2026-01-28 (Price: 184691.0),"5.18%, 6 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-22",Already confirmed,"2026-01-29 (Price: 183133.7500), 4.30% above",7 days,No Information,No Information,No Information,No Information,No Information,10.14% above/4.3% above/4.3% above,5.29%/0.69%/2.87%,"1.68%, 18.35%",5.9 months/7 days/1 month,2026-10-05/2026-02-01/2026-03-06,10.46%,4.14%,6.32%,1.7,0.2,186229.6934/180628.4043/185967.2/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,157327.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/144087.66,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,171817.0
DELTADRIFT,"AAPL, Long, 2026-01-22 (Price: 248.35)",2026-01-26 (Price: 255.41),"2.84%, 4 days","90.0%, Past 4 years, 10","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-29 (Price: 258.2800), 4.00% above",7 days,No Information,No Information,No Information,No Information,No Information,No Information,6.6%/3.13%/3.95%,"4.88%, 13.99%",2.3 months/2 days/23 days,2026-05-01/2026-01-24/2026-02-24,8.79%,8.71%,0.08%,0.77,0.46,258.7559/258.1598/258.46/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,246.7/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/236.37,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets),exit,249.2
TRENDPULSE,"PG, Long, 2026-01-20 (Price: 147.0)",2026-01-27 (Price: 148.34),"0.91%, 7 days","86.96%, Past 4 years, 23","Daily, is CONFIRMED on 2026-01-20",Already confirmed,"2026-01-29 (Price: 149.9000), 1.97% above",9 days,No Information,No Information,No Information,No Information,No Information,3.72% above/1.97% above/1.97% above,3.12%/1.29%/2.0%,"6.35%, 12.85%",3.3 months/6 days/1.2 month,2026-06-12/2026-01-28/2026-03-13,9.71%,2.06%,7.65%,0.36,0.03,148.5729/149.94/153.59/179.4533/186.6499/209.3631/154.63,138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,144.46
TRENDPULSE,"WPM, Long, 2026-01-20 (Price: 141.68)",2026-01-28 (Price: 156.3),"10.32%, 8 days","96.3%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-20",Already confirmed,"2026-01-29 (Price: 152.7000), 7.78% above",9 days,No Information,No Information,No Information,No Information,No Information,12.82% above/7.78% above/7.78% above,15.63%/1.33%/6.3%,"14.18%, 36.59%",3.8 months/4 days/1.3 month,2026-07-04/2026-01-25/2026-03-17,22.59%,17.13%,5.46%,1.09,0.81,152.6744/150.6058/165.19/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,104.96/38.3375/98.515/93.6878/No F-Track Level/No F-Track Level/98.56,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,140.0
TRENDPULSE,"^BVSP, Long, 2026-01-15 (Price: 165568.0)",2026-01-26 (Price: 178721.0),"7.94%, 11 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-15",Already confirmed,"2026-01-29 (Price: 183133.7500), 10.61% above",14 days,No Information,No Information,No Information,No Information,No Information,10.89% above/10.61% above/10.61% above,5.29%/0.69%/2.87%,"1.68%, 18.35%",5.9 months/7 days/1 month,2026-09-28/2026-01-25/2026-02-27,10.46%,4.14%,6.32%,1.7,0.2,175601.4208/170319.8016/171680.2/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,157327.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/143125.97,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,165180.0
TRENDPULSE,"BABA, Long, 2026-01-13 (Price: 167.01)",2026-01-27 (Price: 172.72),"3.42%, 14 days","73.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-01-13",Already confirmed,"2026-01-29 (Price: 174.2500), 4.34% above",16 days,No Information,No Information,No Information,No Information,No Information,15.43% above/4.34% above/4.34% above,13.07%/3.26%/7.2%,"49.23%, 66.54%",2.5 months/6 days/1.2 month,2026-05-01/2026-01-21/2026-03-06,-7.81%,-3.01%,-4.8%,-0.14,0.07,170.6508/179.0347/171.62/No Horizontal Resistance/399.1612/524.2534/No EMA 200 Target,146.58/67.495/144.416/No support/No F-Track Level/No F-Track Level/138.31,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,165.5
TRENDPULSE,"EFA, Long, 2026-01-12 (Price: 99.41)",2026-01-29 (Price: 101.69) (Today),"2.29%, 17 days","90.0%, Past 4 years, 10","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-29 (Price: 101.6900), 2.29% above",17 days,No Information,No Information,No Information,No Information,No Information,2.91% above/2.29% above/2.29% above,2.11%/0.62%/1.31%,"18.28%, 30.28%",1.3 month/4 days/15 days,2026-03-09/2026-01-17/2026-02-02,0.47%,3.77%,-3.3%,-0.12,0.15,102.6607/100.7123/111.32/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,94.15/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/90.58,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,99.15
FRACTAL TRACK,"DOL.TO, Long, 2026-01-12 (Price: 202.08)",2026-01-27 (Price: 186.36),"-7.78%, 15 days","85.19%, Past 5 years, 27","Daily, was CONFIRMED on 2026-01-12",Already confirmed,"2026-01-29 (Price: 185.2700), 8.32% below",17 days,No Information,No Information,No Information,"23.66% (Price: 201.5134), 8.06% below, Upmove Bounce Back","2025-10-14 (Price: 174.26), 2025-12-11 (Price: 209.96)",No Information,11.74%/1.29%/9.03%,"4.51%, 11.58%",8.3 months/20 days/3 months,2027-01-07/2026-02-09/2026-05-22,30.23%,20.61%,9.62%,1.18,1.4,210.7492/220.3278/223.5/No Horizontal Resistance/294.0831/455.769/No EMA 200 Target,198.0/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/187.36,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets),exit,199.44
TRENDPULSE,"MTY.TO, Long, 2026-01-07 (Price: 40.04)",2026-01-26 (Price: 42.91),"7.17%, 19 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-01-07",Already confirmed,"2026-01-29 (Price: 41.9100), 4.67% above",22 days,No Information,No Information,No Information,No Information,No Information,4.7% above/4.67% above/4.67% above,7.25%/0.53%/3.58%,"0.46%, 22.19%",2.6 months/7 days/21 days,2026-04-29/2026-01-17/2026-02-06,16.78%,-4.47%,21.25%,1.28,-0.0,41.8178/41.4734/47.83/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,37.0/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.27,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets),exit,39.7
TRENDPULSE,"NVO, Long, 2026-01-04 (Price: 52.39)",2026-01-29 (Price: 59.33) (Today),"13.25%, 25 days","85.71%, Past 10 years, 21","Weekly, is CONFIRMED on 2026-01-02",Already confirmed,"2026-01-29 (Price: 59.3300), 13.25% above",25 days,No Information,No Information,No Information,No Information,No Information,13.23% above/13.25% above/13.25% above,20.26%/3.25%/8.42%,"16.75%, 27.09%",4.4 months/28 days/1.9 month,2026-07-14/2026-02-13/2026-03-27,9.13%,7.21%,1.92%,0.46,0.37,57.6971/56.8012/75.35/139.01/157.4212/201.8641/59.76,45.68/45.4025/51.1046/45.3824/No F-Track Level/No F-Track Level/No EMA 200 Support,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets),exit,51.56
TRENDPULSE,"GS, Long, 2025-12-28 (Price: 907.04)",2026-01-29 (Price: 940.12) (Today),"3.65%, 1.1 month","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-29 (Price: 940.1200), 3.65% above",1.1 month,No Information,No Information,No Information,No Information,No Information,5.87% above/3.65% above/3.65% above,16.64%/3.18%/8.74%,"0%, 44.52%",1.5 year/1.4 month/6.1 months,2028-02-18/2026-02-26/2026-09-19,9.45%,7.78%,1.67%,2.03,0.4,929.9881/986.3153/1157.11/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,470.81/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/700.8,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets),exit,896.52
FRACTAL TRACK,"DBC, Long, 2025-12-24 (Price: 22.63)",2026-01-28 (Price: 24.94),"10.21%, 1.2 month","100.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-12-24",Already confirmed,"2026-01-29 (Price: 25.3000), 11.80% above",1.2 month,No Information,No Information,No Information,"38.2% (Price: 22.7333), 11.29% above, Upmove Bounce Back","2025-08-19 (Price: 21.59), 2025-12-05 (Price: 23.44)",No Information,10.01%/0.04%/4.6%,"-0.0%, 10.48%",3.8 months/29 days/1.9 month,2026-06-07/2026-02-04/2026-03-16,7.63%,6.83%,0.8%,0.42,0.39,22.9672/23.671/23.74/28.58/60.6441/65.878/No EMA 200 Target,22.39/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/22.32,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets),exit,22.67
DELTADRIFT,"LYFT, Long, 2025-12-17 (Price: 19.18)",2026-01-28 (Price: 17.2),"-10.32%, 1.4 month","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2025-12-17",Already confirmed,"2026-01-29 (Price: 17.7500), 7.46% below",1.4 month,No Information,No Information,No Information,No Information,No Information,No Information,8.38%/5.33%/6.9%,"26.16%, 31.32%",1.8 month/1 day/15 days,2026-03-05/2025-12-18/2026-01-07,-3.92%,-12.3%,8.38%,-0.15,-0.0,18.9844/20.5034/19.74/57.19/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,19.12/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/17.62,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets),exit,19.22
